76.636,-1084.7,-97.327,633.42,275.96,-157.14,-523.45,-389.45,41.942,-244.29,228.07,-32.198,-148.26,-102.24,262.23,171.13,-26.037
291.61,494.89,-461.66,-778.96,-487.52,-385.85,36.768,-269.08,16.921,399.54,385.76,-299.96,-110.76,-135.33,-255.9,-234.45,225.85
371.64,-745.54,637.84,110.39,87.348,-193.04,-226.96,-540.02,-210.74,551.72,234.01,83.237,-13.504,-53.661,-268.96,-166.96,-258.11
854.25,193.47,71.936,-171.67,560.2,385.67,-179.02,142.41,-279.55,116.98,-261.82,-289.02,101.75,-174.06,49.262,-166.84,141.17
281.37,335.48,-570.76,296.13,265.81,54.316,381.07,-109.99,-141.48,238.41,7.5123,-194.06,-101.14,171.01,-287.32,445.05,-397.78
-952.89,-100.24,-74.735,-1166,-651.91,-27.395,-573.5,357.39,136.33,-91.566,121.48,-659.45,489.41,233.84,167.25,-406.05,-143.66
960.37,571.7,-128.99,-183.32,385.15,-226.05,83.487,130.54,358,-42.592,59.456,235.18,-81.218,326.09,345.24,113.99,27.723
-55.909,750.02,-418.24,-316.87,187.87,87.408,266.64,-533.42,178.81,163.1,492.75,-381.81,-77.769,-43.315,-56.229,-100.06,-325.26
14.319,-661.43,-175.38,-120.9,70.395,-193.24,241.05,-58.383,-156.13,251.34,312.8,446.33,-225.92,-105.94,-189.97,62.214,131.94
-122.44,362.53,-381.88,48.351,245.34,224.93,-234.73,-518.25,-182.67,38.607,-8.3376,267.09,89.89,225.92,-67.587,-554.66,290.99
8.6014,-9.9519,-794.66,-373.76,-99.576,-368.61,453.79,41.693,-142.09,601.8,-346.21,16.469,-64.244,-171,-150.85,-535.37,126.32
139.07,739.78,444.3,369.62,58.926,15.104,326.74,-545.79,-345.95,11.951,180.96,-226.58,-31.466,74.038,216.14,120.3,260.43
40.7,-523.03,708.46,-305.17,483.98,280.96,206.78,-8.6806,16.245,24.822,145.42,531.93,175.96,354.11,-381.1,146.89,1.5647
278.61,384.55,-286.01,-557.47,-348.43,-306.01,337.78,-173.67,-129.31,38.294,376.19,-172.76,-207.1,-146.86,-313.48,216.11,-25.775
-334.69,360.88,-722.12,1009.8,-273.63,294.57,-153.97,82.884,326.06,200.87,-161.02,-279.22,-76.707,-213.16,-231.3,322.03,29.65
-647.18,-111.37,-93.346,418.44,-212.74,-322.35,430.48,642.91,-512.13,386.01,-460.79,326.83,50.824,55.711,-30.443,176.67,429.45
129.84,-14.581,-344,-540.89,-306.11,-271.96,941.33,-105.55,454.47,207.73,108.5,-424.14,-277.93,-199.98,-40.899,-491.44,108.16
68.82,95.053,-241.1,840.6,-471.05,-196.42,-108.26,-366.69,-79.198,-198.13,12.948,-22.834,129.31,512.93,-242.81,-327.79,-63.156
295.73,-717.89,749.72,60.971,17.32,23.097,-294.36,-630.51,-98.89,633.39,116.45,251.6,146.84,134.72,-317.79,-165.21,-54.707
