14.372,19.909
12.965,20.145
1.4002,9.1804
1.7654,8.5207
1.6011,8.002
18.672,21.611
14.146,19.317
2.2197,11.021
2.9723,11.805
2.2692,9.6697
12.787,18.496
1.5492,9.1551
1.83,12.428
1.8337,9.5763
14.147,19.321
13.534,19.95
0.93188,7.682
2.4233,11.555
2.8688,8.6865
1.8632,7.1198
2.7262,9.985
14.319,19.332
17.102,21.128
2.7124,12.526
2.9837,12.543
2.7563,11.798
4.2407,11.071
1.9862,11.374
3.1481,12.145
12.742,19.361
12.817,18.958
16.902,20.845
18.207,20.609
-0.099016,8.5092
2.2945,10.616
14.055,19.73
1.7826,8.0453
2.9836,11.416
-1.247,9.1302
2.7797,9.9367
16.754,20.822
16.493,20.576
14.56,20.821
16.631,21.134
2.3075,10.191
20.247,22.871
0.11082,7.797
16.327,20.079
3.1951,14.368
2.1323,11.325
17.223,21.699
16.098,19.831
1.7109,9.0478
1.066,9.6783
2.2445,11.629
11.656,19.666
1.6718,10.123
13.263,20.027
2.1507,11.314
0.065132,7.642
16.295,20.554
2.2776,10.907
3.0158,10.252
16.15,20.549
13.881,19.434
12.723,18.603
3.245,10.913
2.9887,9.7181
2.6562,13.617
3.3765,13.954
3.4562,12.516
10.322,18.859
2.7327,10.07
12.961,19.142
14.628,20.636
3.6102,10.837
3.2561,11.813
3.1371,10.416
14.261,19.801
4.5491,12.68
1.3385,7.9523
17.276,21.214
14.375,20.826
1.9644,8.572
13.115,19.091
14.623,19.904
2.529,11.095
0.81273,10.188
13.762,20.195
2.0828,11.221
0.99675,5.9041
2.9287,10.868
0.34206,9.6446
2.4169,11.348
1.0704,7.6775
-0.46808,7.988
2.3616,12.197
0.82433,9.318
4.2283,14.443
16.257,19.528
15.616,20.118
14.003,19.787
2.3608,11.727
1.1951,10.911
-0.16477,7.911
0.53308,8.4224
2.1322,9.2337
2.9745,10.273
0.88015,10.486
2.9646,12.74
2.9687,10.435
2.2793,9.9392
2.5642,13.927
2.2606,9.7626
2.8714,10.943
1.9937,10.123
2.5979,9.6674
16.677,21.186
1.0512,10.004
3.4788,12.062
0.78434,8.3298
0.68719,7.3909
1.7413,7.9986
17.039,20.349
1.5136,10.732
1.3796,8.7613
2.254,10.941
1.0352,8.4616
1.0784,8.9566
10.607,17.765
0.52141,9.6295
1.3415,9.7398
14.425,19.279
2.6823,13.582
1.5575,8.8164
3.1535,13.706
2.0511,8.6717
12.9,19.132
1.3891,7.9466
2.2936,8.948
11.466,17.785
2.8528,9.263
1.5997,6.7407
2.2731,9.5239
1.823,8.2526
3.0509,9.8296
0.87628,9.2038
1.9662,9.6626
17.834,22.152
0.25554,9.06
-0.066701,8.9149
2.2278,10.909
2.2469,10.491
1.5777,10.822
14.147,18.792
12.552,18.003
0.60302,7.8833
0.92616,10.159
0.077962,9.0113
2.2757,9.7787
2.5599,11.768
1.6498,10.412
1.3414,11.699
17.546,20.253
2.8654,10.333
2.0041,9.9803
12.983,18.948
1.0145,9.032
16.742,21.445
15.171,20.65
2.881,12.492
0.86618,7.5802
2.4966,9.3155
11.447,18.188
17.066,20.658
2.496,11.537
2.3793,7.7675
2.9388,10.777
2.1593,7.5877
0.52357,8.9429
1.544,10.717
15.661,20.091
16.338,20.524
13.007,19.323
1.5794,8.7713
2.6678,10.576
1.392,8.0258
1.9041,8.2481
0.25347,7.06
2.153,12.22
1.7364,11.451
13.849,20.291
1.1354,10.122
17.181,21.514
11.137,18.78
1.7513,9.4208
13.887,19.19
1.2836,10.473
1.0327,8.8034
1.3575,11.929
14.311,19.18
3.1727,12.659
1.6535,8.454
16.032,20.257
1.3722,10.213
3.5306,13.261
3.573,12.067
3.8249,8.5819
2.9163,10.166
1.7039,11.499
1.3778,9.3653
15.241,20.083
1.8439,9.6085
17.99,21.332
0.63959,7.7718
15.737,21.003
16.612,21.303
15.915,21.085
2.4354,9.6261
1.8994,10.841
3.0214,10.418
3.1356,12.89
2.4944,11.215
3.2444,11.575
2.5159,8.1874
2.988,12.078
3.5433,11.506
1.6807,9.1001
1.1789,7.8316
13.347,19.385
1.6519,10.505
0.44305,9.8869
18.456,21.237
1.4237,10.039
1.2863,9.3702
1.163,9.7965
2.048,11.444
0.54322,9.0284
1.5983,10.304
0.06499,7.2213
1.3768,8.7403
15.838,19.889
18.901,21.584
2.9038,10.303
1.2942,8.2718
2.2055,9.5923
18.374,21.888
13.758,19.147
3.076,9.6219
13.39,19.236
2.1162,9.3083
3.77,12.658
3.2887,12.947
0.7496,6.9634
10.597,18.058
2.4458,7.9611
1.1059,7.9603
15.634,20.175
2.0843,10.516
1.7941,9.8073
1.6164,9.5389
2.621,11.522
11.92,19.44
1.9911,12.334
3.0634,10.355
1.5952,6.5861
18.53,21.212
2.5872,7.9519
14.107,20.137
13.498,19.517
14.222,19.321
2.8094,12.024
16.711,20.672
2.7528,11.887
15.991,21.301
12.186,18.758
13.711,20.014
1.8931,8.7617
13.104,18.903
1.94,9.6501
4.2358,12.304
17.105,20.933
2.4092,11.435
1.8033,10.914
10.372,17.815
2.0329,9.1905
16.958,21.34
15.995,20.555
1.9396,9.5328
14.39,19.564
14.097,19.211
0.71615,9.6755
14.887,19.531
1.7133,7.1735
2.0626,8.1808
1.9888,11.501
15.279,20.176
2.7092,12.917
1.8184,10.573
1.0448,9.2035
1.9215,11.21
10.659,18.295
1.7114,12.278
1.8816,8.486
13.878,18.988
12.911,18.325
1.2474,6.9935
1.3218,8.6812
1.6809,9.2449
1.2375,8.4922
1.9316,11.194
2.6327,9.4608
2.9824,11.582
2.7011,12.325
14.844,19.406
3.0172,8.9406
1.9846,9.9827
13.522,19.135
1.5992,10.413
3.0337,14.872
16.377,20.621
12.869,18.749
15.654,20.333
1.5371,9.8923
2.3869,11.881
3.0901,12.166
1.9041,9.7499
-0.24311,7.1226
15.583,21.223
0.73692,10.746
9.4065,17.172
1.9529,10.701
2.0502,9.3939
1.137,10.439
16.747,20.026
12.631,18.537
15.412,19.812
16.439,20.601
0.13095,9.5403
