-591.04,-73.776,-847.47,333.09,1038.1,-13.026,140.86,-328.62,474.58,108.92,20.124,-161.59,-105.36,332.14,-287.6,202.51,341.4
-73.87,-102.51,-580.01,-557.52,-352.21,751.27,-85.962,178.21,-178.2,-235.09,165.18,344.29,245.92,-35.71,131.01,-398.9,-79.077
-710.71,617.85,-791.65,-690.27,-103.96,-515.83,-201.08,-521.16,-469.37,52.598,-472.55,119.77,-135.52,-88.037,-72.455,144.68,425.28
-880.24,-153.88,-540.6,-691.3,-686.18,877.29,-337.27,586.49,231.16,288.52,-56.609,227.96,-276.8,160.44,-79.459,59.124,-3.1259
601.79,423.33,-23.081,155.8,151.88,129.21,110.95,435.3,-344.37,242.48,-136.84,-3.7354,224.01,-60.822,181.33,-115.91,77.292
936.72,287.78,38.914,-39.636,361.51,326.1,-371.2,210.12,-96.802,210.04,-290.34,-428.45,-23.824,-79.453,278.76,-142.25,207.44
-204.34,16.232,-989.84,-635.42,-615.07,-649.48,648.74,-228.15,201.29,40.12,-48.146,-218.28,-132.11,-240.23,3.4151,-535.67,140.88
-724.3,786.98,-15.887,-172.81,-252.09,828.09,-239.7,-348.31,-429.7,-207.24,378.61,-87.648,333.33,336.73,-267.99,-127.63,-153.13
897.02,395.3,-29.258,-248.86,610.5,157.55,-0.18082,160.09,17.226,-23.238,-221.21,71.111,-59.814,60.027,321.22,-38.151,-34.307
-174.43,215.2,315.07,-156.85,254.49,-130.82,766.9,-13.035,-229.14,-229.59,-128.99,-401.83,17.938,-80.218,-6.4761,114.94,-9.0193
182.96,277.5,6.7769,185.45,-450.48,806.03,-109.27,169.31,-107.52,442.22,-131.6,148.86,161.64,107.24,-2.3312,165.23,-197.49
791.89,382.65,-373.46,-193.43,367.47,-360.28,171.34,-141.43,343.05,107.44,-0.4248,-212.27,266.48,-56.474,-198.97,190.09,180.18
681.13,302.76,58.045,56.576,338.97,589.25,-197.49,269.64,4.4407,299.52,-469.14,18.515,127.04,-261.42,24.325,-63.04,66.43
434.46,-341.43,150.15,-408.76,279.82,-376.67,-438.34,-181.24,-100.4,-17.328,139.15,292.36,106.35,112.98,-343.48,-13.159,-392.74
298.94,242.65,-208.5,560.02,-252.77,-259.72,173.3,237.41,-245.12,415.58,143.73,39.898,273.29,-86.658,-113.2,-369.31,-7.4032
395.8,-753.29,346.2,398.78,202.63,-156.3,-556.24,-344.14,-349.47,194.52,104.57,84.161,-223.48,-172.4,-118.16,-269.94,-239.13
-141.18,75.115,445.42,336.71,332.51,38.284,612.05,191.4,-154.11,171.69,-127.16,-184.12,-107.82,378.7,6.5207,411.93,-390.93
475.21,-319.2,554.81,-178.77,405.46,169.15,57.225,-528.2,-331.13,249.19,15.781,55.974,102.46,-42.428,-125.64,-80.87,-53.088
-114.14,-414.17,-393.89,-547.88,-205.72,-237.46,453.83,-6.1699,76.139,302.19,-347.32,166.6,-499.27,-306.37,-94.96,-458.44,-21.145
998.02,426.67,-63.691,-98.611,433.45,-79.769,-191.34,203.29,163.45,-101.19,-85.647,19.844,-295.4,238.96,345.15,-46.787,107.97
-1269.7,-164.43,-879.21,361.2,11.096,478.08,-219.97,-280.46,-218.41,-158.4,-41.068,107.85,-355.84,52.801,259.22,72.93,181.29
24.805,-857.81,475.43,-85.526,-224.24,223.24,354.64,-65.237,412.32,328.39,346.47,-75.89,179.73,228.77,232.82,-318.41,-90.26
-100.65,683.83,519.39,264.65,-781.02,-576.69,31.697,-216.62,-388.81,57.868,-142.96,-365.39,-169.28,-22.068,71.366,203.56,75.815
-385.91,-541.01,131.33,-936.32,237.75,-720.45,-402.63,306.06,401.49,181.03,-263.98,-80.199,231.74,-62.102,-158.73,-614.02,151.91
717.01,-275.33,223.77,-67.685,418.04,120.13,19.35,-66.13,-185.24,-173.62,281.4,-178.31,36.428,-258.65,-234.83,8.4792,191.38
-1109.5,312.53,-57.808,117.06,867.54,14.67,237.24,458.59,-357.39,219.3,274.79,-28.713,-214.26,299.74,188.49,-245.51,59.73
229.3,-563.95,454.53,-214.08,-191.03,468.01,193.39,-6.7593,541.07,135.19,-378.82,-482.57,-50.718,220.98,78.037,-30.774,52.169
494.64,-656.93,-89.539,410.26,4.4927,298.42,81.89,28.56,-98.281,-383.75,-29,-278.6,-7.0384,-360.82,-274.63,-263.82,-248.58
353.61,-747.36,-77.314,313.66,255.93,-411.72,-584.92,-89.055,-290.5,-429.23,97.79,123.93,151.51,50.997,-25.011,100.73,85.497
386.43,-230.19,-306.86,-309.3,-101.79,-501.62,454.71,217.96,408.61,-158.27,255.91,-371.18,-318.45,359.01,305.62,164.98,62.01
11.581,-291.28,-207.44,-308.81,-20.904,405.55,124.2,-155.88,459.35,354.79,46.846,217.41,-347.15,283.13,0.89859,-56.646,666.43
-574.68,-1080,321.71,-583.73,-348.75,-338.83,423.96,-117.53,-189.72,297.12,-299.68,-104.95,322.54,73.754,484.12,373.23,267.14
-634.63,220.64,-1077.3,-406.18,-534.89,-326.08,102.77,-143.53,-536.25,300.16,-527.98,285.07,-113.1,110.33,-304.78,-286.02,158.44
421.65,-577.78,150.71,-134.71,30.458,-302.44,289.54,293.43,94.042,-128.12,239.25,-615.21,-316.43,22.781,75.573,-4.4015,-29.463
498.71,11.418,391.57,-88.223,54.292,570.06,-104.16,86.443,-333.49,415.91,-186.01,-205.7,477.25,-33.79,-307.95,153.27,266.97
-387.81,607.89,-71.344,644.54,-884.17,-1113.2,-140.72,365.98,-78.192,226.07,-92.519,287.16,282.57,-159.08,-8.5175,-139.42,93.066
